page	part	chapter	title	template	variant	editorialComposition	wordCount	hasImage	tableCount	mechanicalStatus	sourceStartLine	sourceEndLine	visualReview
365	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	360	YES	0	PASS	10998	11024	SAMPLE_REVIEWED
366	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	342	YES	0	PASS	11024	11056	SAMPLE_REVIEWED
367	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	98	NO	0	PASS	11056	11060	PENDING_FULL_VISUAL_REVIEW
368	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	7	YES	0	PASS	11062	11062	SAMPLE_REVIEWED
369	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
370	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
371	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
372	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
373	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	316	YES	0	PASS	11064	11100	SAMPLE_REVIEWED
374	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	228	NO	0	PASS	11102	11124	PENDING_FULL_VISUAL_REVIEW
375	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	quadrant-image	BESTIARY_ENTRY	200	YES	0	PASS	11126	11142	SAMPLE_REVIEWED
376	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	Tartaruga-Fortaleza	chapter_opening	quadrant-image	BESTIARY_ENTRY	226	YES	0	PASS	11144	11166	SAMPLE_REVIEWED
377	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	quadrant-image	BESTIARY_ENTRY	3	YES	0	PASS	11168	11168	SAMPLE_REVIEWED
378	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
379	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	196	NO	0	PASS	11170	11186	PENDING_FULL_VISUAL_REVIEW
380	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	quadrant-image	BESTIARY_ENTRY	209	YES	0	PASS	11188	11206	SAMPLE_REVIEWED
381	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	7	YES	0	PASS	11208	11208	SAMPLE_REVIEWED
382	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
383	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
384	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
385	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
386	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
387	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
388	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
389	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	393	NO	0	PASS	11210	11258	PENDING_FULL_VISUAL_REVIEW
390	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	384	NO	0	PASS	11258	11312	PENDING_FULL_VISUAL_REVIEW
391	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	376	NO	0	PASS	11314	11362	PENDING_FULL_VISUAL_REVIEW
392	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	356	NO	0	PASS	11364	11420	PENDING_FULL_VISUAL_REVIEW
393	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	281	NO	0	PASS	11422	11458	PENDING_FULL_VISUAL_REVIEW
394	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	quadrant-image	BESTIARY_ENTRY	107	YES	0	PASS	11460	11470	SAMPLE_REVIEWED
395	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	quadrant-image	BESTIARY_ENTRY	112	YES	0	PASS	11472	11484	SAMPLE_REVIEWED
396	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	quadrant-image	BESTIARY_ENTRY	162	YES	0	PASS	11486	11504	SAMPLE_REVIEWED
397	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	Devorador Psíquico Cefalóide	chapter_opening	quadrant-image	BESTIARY_ENTRY	47	YES	0	PASS	11506	11512	SAMPLE_REVIEWED
398	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS		full_art	default	BESTIARY_ENTRY	0	YES	0	PASS			SAMPLE_REVIEWED
399	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	392	NO	0	PASS	11514	11562	PENDING_FULL_VISUAL_REVIEW
400	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	default	REFERENCE_TABLE	249	NO	1	PASS	11564	11628	PENDING_FULL_VISUAL_REVIEW
401	PARTE VI — CONDUZINDO KALLISTIS	MODELOS DE ADAPTAÇÃO	MODELOS DE ADAPTAÇÃO	rules_2col	default	REFERENCE_TABLE	270	NO	0	PASS	11633	11697	PENDING_FULL_VISUAL_REVIEW
402	PARTE VI — CONDUZINDO KALLISTIS	ENCONTROS PRONTOS	ENCONTROS PRONTOS	rules_2col	default	REFERENCE_TABLE	311	NO	0	PASS	11699	11721	PENDING_FULL_VISUAL_REVIEW
403	PARTE VI — CONDUZINDO KALLISTIS	ENCONTROS PRONTOS	ENCONTROS PRONTOS	rules_2col	default	REFERENCE_TABLE	273	NO	0	PASS	11723	11749	PENDING_FULL_VISUAL_REVIEW
404	PARTE VI — CONDUZINDO KALLISTIS	TABELAS REGIONAIS	TABELAS REGIONAIS	rules_2col	default	REFERENCE_TABLE	165	NO	2	PASS	11751	11783	PENDING_FULL_VISUAL_REVIEW
405	PARTE VI — CONDUZINDO KALLISTIS	TABELAS REGIONAIS	TABELAS REGIONAIS	rules_2col	default	REFERENCE_TABLE	167	NO	3	PASS	11785	11826	PENDING_FULL_VISUAL_REVIEW
406	PARTE VI — CONDUZINDO KALLISTIS	TABELAS REGIONAIS	TABELAS REGIONAIS	rules_2col	default	REFERENCE_TABLE	181	NO	2	PASS	11815	11870	PENDING_FULL_VISUAL_REVIEW
407	PARTE VI — CONDUZINDO KALLISTIS	RECOMPENSAS E CONSEQUÊNCIAS	RECOMPENSAS E CONSEQUÊNCIAS	rules_2col	default	REFERENCE_TABLE	217	NO	1	PASS	11877	11923	PENDING_FULL_VISUAL_REVIEW
408	APÊNDICES	APÊNDICES	APÊNDICES	chapter_opening	image-top	IMAGE_TOP	71	YES	0	PASS	11925	11958	SAMPLE_REVIEWED
409	APÊNDICES	FICHA DE PERSONAGEM	FICHA DE PERSONAGEM	narrative	default	TEXT_FLOW	80	NO	0	PASS	11960	12018	PENDING_FULL_VISUAL_REVIEW
410	APÊNDICES	FICHA DE PERSONAGEM	FICHA DE PERSONAGEM	narrative	default	TEXT_FLOW	139	NO	0	PASS	12020	12076	PENDING_FULL_VISUAL_REVIEW
411	APÊNDICES	REFERÊNCIA RÁPIDA	REFERÊNCIA RÁPIDA	narrative	default	TEXT_FLOW	172	NO	0	PASS	12078	12132	PENDING_FULL_VISUAL_REVIEW
412	APÊNDICES	REFERÊNCIA RÁPIDA	REFERÊNCIA RÁPIDA	narrative	default	TEXT_FLOW	230	NO	0	PASS	12134	12184	PENDING_FULL_VISUAL_REVIEW
413	APÊNDICES	REFERÊNCIA RÁPIDA	REFERÊNCIA RÁPIDA	narrative	default	TEXT_FLOW	311	NO	0	PASS	12186	12216	PENDING_FULL_VISUAL_REVIEW
414	APÊNDICES	REFERÊNCIA RÁPIDA	REFERÊNCIA RÁPIDA	narrative	default	TEXT_FLOW	302	NO	0	PASS	12216	12250	PENDING_FULL_VISUAL_REVIEW
415	APÊNDICES	Glossário essencial	Glossário essencial	narrative	default	TEXT_FLOW	141	NO	0	PASS	12252	12268	PENDING_FULL_VISUAL_REVIEW
416	MI NAM. MI RAAR.	MI NAM. MI RAAR.	MI NAM. MI RAAR.	narrative	default	TEXT_FLOW	20	NO	0	PASS	12270	12278	PENDING_FULL_VISUAL_REVIEW
417	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	narrative	default	TEXT_FLOW	58	NO	0	PASS	12280	12296	PENDING_FULL_VISUAL_REVIEW
418	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Pacote de assets	Pacote de assets	narrative	default	TEXT_FLOW	23	NO	0	PASS	12298	12321	PENDING_FULL_VISUAL_REVIEW
419	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Dicionário dos assets	Dicionário dos assets	narrative	default	TEXT_FLOW	147	NO	1	PASS	12323	12348	PENDING_FULL_VISUAL_REVIEW
420	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Dicionário dos assets	Dicionário dos assets	narrative	default	TEXT_FLOW	201	NO	1	PASS	12325	12375	PENDING_FULL_VISUAL_REVIEW
421	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Página 2 — TRILHA / AÇÃO	Página 2 — TRILHA / AÇÃO	narrative	default	TEXT_FLOW	196	NO	0	PASS	12377	12413	PENDING_FULL_VISUAL_REVIEW
422	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Página 4 — MEMÓRIA / PROGRESSÃO	Página 4 — MEMÓRIA / PROGRESSÃO	narrative	default	TEXT_FLOW	280	NO	0	PASS	12415	12444	PENDING_FULL_VISUAL_REVIEW
423	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Suplementos	Suplementos	narrative	default	TEXT_FLOW	206	NO	0	PASS	12446	12477	PENDING_FULL_VISUAL_REVIEW
424	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Gate de materialização	Gate de materialização	narrative	default	TEXT_FLOW	156	NO	0	PASS	12462	12505	PENDING_FULL_VISUAL_REVIEW
